SEXO;IDADE;GERAÇÃO;RENDA;CLASSEECONOMICA;UF;AREARISCO;FLAG_DE_SOCIO;FLAG_DE_VEICULO;FLAG_DE_BOLSAFAMILIA;FLAG_DE_APOSENTADOS;FLAG_DE_OBITO;FLAG_DE_IMOVEL;EMPREGO_FORMAL;SCORE;SCORE_FAIXA;PERSONADECREDITO;SCORE_DIGITAL;ACORDO
F;48;GEN X;1.000 ATÉ 2.000;D;SP;0;1;0;0;0;0;0;0;390;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;34;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;1;0;0;0;0;1;921;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
M;54;GEN X;ATÉ 1.000;E;MS;0;0;0;0;0;0;0;1;358;RISCO MÉDIO;QUEM SOU EU;Digital --;1
M;35;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;823;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
F;55;GEN X;4.001 ATÉ 5.000;C;DF;0;1;0;0;0;0;0;0;286;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
M;33;GEN Y;13.001 ATÉ 15.000;B;SP;0;1;1;0;0;0;0;0;420;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;25;GEN Z;ATÉ 1.000;E;SP;0;0;1;0;0;0;0;1;541;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
F;33;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;1;0;0;0;0;1;67;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;1
M;62;BABY_BOOMER;2.001 ATÉ 3.000;D;PR;0;1;0;0;0;0;0;0;809;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
F;35;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;1;0;0;0;1;324;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;79;VETERANOS;ATÉ 1.000;E;MG;0;0;0;0;1;0;0;0;389;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;60;BABY_BOOMER;1.000 ATÉ 2.000;D;SP;0;0;0;1;0;0;0;1;878;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
F;35;GEN Y;2.001 ATÉ 3.000;D;SP;0;0;1;0;0;0;0;1;474;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;35;GEN Y;ATÉ 1.000;E;SP;0;0;0;0;0;0;0;0;388;RISCO MÉDIO;QUEM SOU EU;Digital -;1
M;35;GEN Y;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;0;425;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;36;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;832;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
M;34;GEN Y;4.001 ATÉ 5.000;C;MG;0;0;0;0;0;0;0;1;352;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;34;GEN Y;ATÉ 1.000;E;SP;0;0;0;1;0;0;0;1;398;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;65;BABY_BOOMER;1.000 ATÉ 2.000;D;MG;0;0;0;0;1;0;0;1;800;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
M;27;GEN Z;ATÉ 1.000;E;SP;0;0;0;0;0;0;0;0;61;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;1
M;32;GEN Y;5.001 ATÉ 6.000;B;SP;0;0;1;0;0;0;0;1;154;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
M;65;BABY_BOOMER;2.001 ATÉ 3.000;D;PR;0;0;0;0;0;0;0;1;880;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
F;32;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;632;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
M;25;GEN Z;1.000 ATÉ 2.000;D;SP;0;1;0;0;0;0;0;0;311;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
F;69;BABY_BOOMER;6.001 ATÉ 7.000;B;RJ;0;0;0;0;1;0;0;1;730;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
M;32;GEN Y;2.001 ATÉ 3.000;D;SP;0;0;1;0;0;0;0;1;460;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;72;BABY_BOOMER;1.000 ATÉ 2.000;D;MG;0;0;0;1;1;0;0;0;204;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
M;67;BABY_BOOMER;1.000 ATÉ 2.000;D;SC;0;0;0;0;1;0;0;0;569;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;32;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;554;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
F;57;GEN X;ATÉ 1.000;E;BA;0;0;0;1;0;0;0;0;497;RISCO MÉDIO;QUEM SOU EU;Digital --;1
M;54;GEN X;1.000 ATÉ 2.000;D;CE;0;0;0;0;0;0;0;1;400;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;31;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;413;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;60;BABY_BOOMER;1.000 ATÉ 2.000;D;SC;0;1;0;0;0;0;0;0;325;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;72;BABY_BOOMER;1.000 ATÉ 2.000;D;RJ;0;0;0;0;1;0;0;1;46;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;1
M;30;GEN Y;4.001 ATÉ 5.000;C;SP;0;0;1;0;0;0;0;1;844;RISCO MUITO BAIXO;O BEM AMADO;Digital ++;1
M;30;GEN Y;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;1;799;RISCO MUITO BAIXO;O BEM AMADO;Digital +;1
F;33;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;517;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
M;30;GEN Y;3.001 ATÉ 4.000;C;SP;0;1;1;0;0;0;0;1;586;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
M;31;GEN Y;6.001 ATÉ 7.000;B;MT;0;1;0;0;0;0;0;0;647;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
M;62;BABY_BOOMER;1.000 ATÉ 2.000;D;PE;0;0;0;0;0;0;0;0;817;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
F;32;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;432;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;28;GEN Y;1.000 ATÉ 2.000;D;NULL;0;1;0;0;0;0;0;1;46;RISCO MUITO ALTO;FUJAM DE MIM;Digital + -;1
M;50;GEN X;3.001 ATÉ 4.000;C;AM;0;1;0;0;0;0;0;0;327;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;51;GEN X;5.001 ATÉ 6.000;B;PI;0;1;0;0;0;0;0;0;95;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;1
M;62;BABY_BOOMER;1.000 ATÉ 2.000;D;MG;0;0;0;0;1;0;0;1;415;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;32;GEN Y;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;0;251;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
M;32;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;0;306;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;60;BABY_BOOMER;1.000 ATÉ 2.000;D;BA;0;0;0;1;1;0;0;0;352;RISCO MÉDIO;QUEM SOU EU;Digital --;1
M;32;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;564;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
M;60;BABY_BOOMER;5.001 ATÉ 6.000;B;MG;0;1;0;0;0;0;0;1;941;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
F;28;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;1;0;0;1;673;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
M;73;BABY_BOOMER;1.000 ATÉ 2.000;D;RJ;0;0;0;0;1;0;0;0;480;RISCO MÉDIO;QUEM SOU EU;Digital --;1
M;32;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;0;0;0;0;0;0;511;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
M;31;GEN Y;2.001 ATÉ 3.000;D;SP;0;1;0;0;0;0;0;0;920;RISCO MUITO BAIXO;O BEM AMADO;Digital +;1
F;31;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;0;0;0;0;0;1;190;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
M;32;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;795;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
F;59;BABY_BOOMER;1.000 ATÉ 2.000;D;MS;0;0;0;0;0;0;0;1;680;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;30;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;257;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
M;31;GEN Y;2.001 ATÉ 3.000;D;SP;0;0;1;0;0;0;0;1;226;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;1
F;30;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;1;0;0;0;0;0;449;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;31;GEN Y;3.001 ATÉ 4.000;D;SP;0;0;1;0;0;0;0;1;176;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
F;40;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;1;0;0;0;1;434;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;31;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;829;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
M;69;BABY_BOOMER;1.000 ATÉ 2.000;D;RJ;0;0;0;0;1;0;0;1;240;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
M;63;BABY_BOOMER;3.001 ATÉ 4.000;C;ES;0;1;0;0;0;0;0;0;145;RISCO MUITO ALTO;FUJAM DE MIM;Digital -;1
F;61;BABY_BOOMER;5.001 ATÉ 6.000;B;PR;0;1;0;0;0;0;0;0;386;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;32;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;794;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
M;57;GEN X;5.001 ATÉ 6.000;B;RN;0;1;0;0;0;0;0;0;43;RISCO MUITO ALTO;FUJAM DE MIM;Digital + -;1
M;28;GEN Y;2.001 ATÉ 3.000;D;SP;0;1;0;0;0;0;0;1;166;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
F;31;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;0;0;0;0;0;1;297;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
M;78;VETERANOS;1.000 ATÉ 2.000;D;SP;0;1;1;0;0;0;0;0;403;RISCO MÉDIO;QUEM SOU EU;Digital -;1
M;33;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;812;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
F;71;BABY_BOOMER;2.001 ATÉ 3.000;D;RJ;0;0;0;0;1;0;0;1;795;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
F;29;GEN Y;ATÉ 1.000;E;SP;0;0;1;0;0;0;0;0;225;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;1
M;30;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;1;0;0;0;0;1;879;RISCO MUITO BAIXO;O BEM AMADO;Digital ++;1
M;31;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;303;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;30;GEN Y;4.001 ATÉ 5.000;C;SP;0;1;0;0;0;0;0;1;881;RISCO MUITO BAIXO;O BEM AMADO;Digital ++;1
M;60;BABY_BOOMER;3.001 ATÉ 4.000;C;AP;0;0;0;0;0;0;0;0;192;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
M;56;GEN X;ATÉ 1.000;E;GO;0;0;0;0;0;0;0;1;570;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
M;32;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;448;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;33;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;0;969;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
F;57;GEN X;1.000 ATÉ 2.000;D;RS;0;0;0;0;0;0;0;0;878;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
M;32;GEN Y;2.001 ATÉ 3.000;D;SP;0;1;1;0;0;0;0;1;610;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
M;30;GEN Y;2.001 ATÉ 3.000;D;SP;0;1;1;0;0;0;0;1;287;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
F;28;GEN Y;1.000 ATÉ 2.000;D;NULL;0;0;0;0;0;0;0;1;851;RISCO MUITO BAIXO;O BEM AMADO;Digital +;1
M;67;BABY_BOOMER;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;923;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
F;63;BABY_BOOMER;1.000 ATÉ 2.000;D;DF;0;0;0;0;1;0;0;1;586;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;30;GEN Y;ATÉ 1.000;E;NULL;0;0;0;1;0;0;0;0;556;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
I;25;GEN Z;1.000 ATÉ 2.000;D;SP;0;1;0;0;0;0;0;0;360;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
F;33;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;558;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
F;66;BABY_BOOMER;1.000 ATÉ 2.000;D;BA;0;0;0;0;0;0;0;0;394;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;28;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;421;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;30;GEN Y;3.001 ATÉ 4.000;C;SP;0;0;1;0;0;0;0;1;149;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;1
M;31;GEN Y;3.001 ATÉ 4.000;C;NULL;0;0;1;0;0;0;0;1;296;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
F;59;BABY_BOOMER;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;0;458;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;56;GEN X;1.000 ATÉ 2.000;D;CE;0;0;0;1;0;0;0;0;298;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
M;51;GEN X;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;1;257;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
M;80;VETERANOS;6.001 ATÉ 7.000;B;SP;0;1;0;0;1;0;0;0;517;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;30;GEN Y;3.001 ATÉ 4.000;C;SP;0;0;1;0;0;0;0;0;312;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;58;BABY_BOOMER;10.001 ATÉ 11.000;B;RS;0;1;0;0;1;0;0;1;530;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
F;57;GEN X;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;1;443;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;29;GEN Y;5.001 ATÉ 6.000;B;SP;0;0;0;0;0;0;0;1;443;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;60;BABY_BOOMER;3.001 ATÉ 4.000;C;MG;0;1;1;0;0;0;0;0;932;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
F;25;GEN Z;ATÉ 1.000;E;SP;0;1;0;0;0;0;0;0;486;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;65;BABY_BOOMER;1.000 ATÉ 2.000;D;RJ;0;1;0;0;1;0;0;0;150;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;1
F;30;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;353;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;29;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;620;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
M;30;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;196;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
M;52;GEN X;2.001 ATÉ 3.000;D;SP;0;0;1;0;0;0;0;0;664;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;29;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;0;0;0;0;0;1;225;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
M;25;GEN Z;2.001 ATÉ 3.000;D;NULL;0;0;0;0;0;0;0;1;767;RISCO MUITO BAIXO;O BEM AMADO;Digital ++;1
F;54;GEN X;1.000 ATÉ 2.000;D;PA;0;0;0;0;0;0;0;0;912;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
F;24;GEN Z;ATÉ 1.000;E;SP;0;0;0;0;0;0;0;0;712;RISCO MUITO BAIXO;O BEM AMADO;Digital +;1
F;30;GEN Y;1.000 ATÉ 2.000;D;NULL;0;0;0;0;0;0;0;1;657;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
M;69;BABY_BOOMER;4.001 ATÉ 5.000;C;RJ;0;0;0;0;1;0;0;0;268;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
M;28;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;1;0;0;0;0;1;405;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;58;GEN X;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;254;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
F;64;BABY_BOOMER;1.000 ATÉ 2.000;D;SP;0;0;0;0;1;0;0;1;357;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;28;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;396;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;30;GEN Y;2.001 ATÉ 3.000;D;SP;0;1;0;0;0;0;0;0;678;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
M;27;GEN Z;2.001 ATÉ 3.000;D;SP;0;0;1;0;0;0;0;1;230;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
I;28;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;1;1;463;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;22;GEN Z;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;0;333;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;27;GEN Z;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;508;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
F;59;BABY_BOOMER;ATÉ 1.000;E;RS;0;0;0;0;1;0;0;0;298;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
F;26;GEN Z;ATÉ 1.000;E;SP;0;0;0;1;0;0;0;0;130;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;1
M;28;GEN Y;ATÉ 1.000;E;SP;0;1;1;0;0;0;0;0;450;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;50;GEN X;5.001 ATÉ 6.000;B;SP;0;0;1;0;0;0;0;1;275;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
M;28;GEN Y;ATÉ 1.000;E;SP;0;0;1;0;0;0;0;1;534;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
M;29;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;1;0;0;0;0;1;512;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
F;29;GEN Y;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;1;459;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;68;BABY_BOOMER;1.000 ATÉ 2.000;D;RJ;0;0;0;0;1;0;0;1;187;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
F;70;BABY_BOOMER;1.000 ATÉ 2.000;D;RJ;0;0;0;0;1;0;0;0;560;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;62;BABY_BOOMER;13.001 ATÉ 15.000;B;MG;0;1;0;0;1;0;0;0;383;RISCO MÉDIO;QUEM SOU EU;Digital -;1
M;61;BABY_BOOMER;11.001 ATÉ 12.000;B;MG;0;1;0;0;1;0;0;0;932;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
F;29;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;285;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
M;20;GEN Z;ATÉ 1.000;E;SP;0;0;0;0;0;0;0;0;317;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;56;GEN X;ATÉ 1.000;E;RO;0;0;0;0;0;0;0;1;483;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;25;GEN Z;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;295;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
M;28;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;1;0;0;0;0;0;934;RISCO MUITO BAIXO;O BEM AMADO;Digital +;1
F;29;GEN Y;ATÉ 1.000;E;SP;0;0;1;0;0;0;0;1;551;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
M;55;GEN X;2.001 ATÉ 3.000;D;SP;0;0;1;0;0;0;0;1;355;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;27;GEN Z;ATÉ 1.000;E;SP;0;0;0;1;0;0;0;1;405;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;21;GEN Z;ATÉ 1.000;E;SP;0;1;1;0;0;0;0;0;525;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
F;29;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;1;0;0;0;0;366;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;57;GEN X;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;251;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
F;48;GEN X;2.001 ATÉ 3.000;D;PA;0;0;0;0;1;0;0;0;765;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
M;55;GEN X;2.001 ATÉ 3.000;D;GO;0;1;0;0;0;0;0;1;813;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
F;27;GEN Z;4.001 ATÉ 5.000;C;SP;0;1;1;1;0;0;0;1;602;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
M;54;GEN X;4.001 ATÉ 5.000;D;GO;0;0;0;0;0;0;0;0;816;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
M;54;GEN X;2.001 ATÉ 3.000;D;SP;0;0;1;0;0;0;0;1;886;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
M;52;GEN X;1.000 ATÉ 2.000;D;SP;0;1;1;0;0;0;0;0;280;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
F;57;GEN X;3.001 ATÉ 4.000;C;PE;0;0;0;0;0;0;0;1;357;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;58;BABY_BOOMER;3.001 ATÉ 4.000;C;RS;0;0;0;0;0;0;0;1;309;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;64;BABY_BOOMER;4.001 ATÉ 5.000;C;RJ;0;0;0;0;0;0;0;0;462;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;55;GEN X;4.001 ATÉ 5.000;C;BA;0;0;0;0;0;0;0;0;431;RISCO MÉDIO;QUEM SOU EU;Digital -;1
M;53;GEN X;8.001 ATÉ 9.000;B;DF;0;1;0;0;0;0;0;1;371;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;29;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;156;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
M;26;GEN Z;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;308;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;54;GEN X;11.001 ATÉ 12.000;B;BA;0;0;0;0;0;0;0;1;29;RISCO MUITO ALTO;FUJAM DE MIM;Digital +;1
M;27;GEN Z;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;0;677;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
F;85;VETERANOS;1.000 ATÉ 2.000;D;RJ;0;0;0;0;1;0;0;0;113;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;1
M;22;GEN Z;ATÉ 1.000;E;SP;0;0;1;0;0;0;0;0;442;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;28;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;423;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;52;GEN X;1.000 ATÉ 2.000;D;PA;0;1;0;0;0;0;0;0;235;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
M;27;GEN Z;4.001 ATÉ 5.000;C;SP;0;0;1;0;0;0;0;1;457;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
F;70;BABY_BOOMER;1.000 ATÉ 2.000;D;CE;0;0;0;0;0;0;0;0;697;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;26;GEN Z;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;719;RISCO MUITO BAIXO;O BEM AMADO;Digital ++;1
M;49;GEN X;1.000 ATÉ 2.000;D;CE;0;1;0;0;0;0;0;1;487;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;26;GEN Z;1.000 ATÉ 2.000;D;SP;0;1;0;0;0;0;0;1;235;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
M;27;GEN Z;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;0;683;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
M;27;GEN Z;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;265;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
M;46;GEN X;2.001 ATÉ 3.000;D;AP;0;0;0;0;0;0;0;1;151;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
F;56;GEN X;8.001 ATÉ 9.000;B;ES;0;1;0;0;0;0;0;0;435;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;28;GEN Y;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;1;72;RISCO MUITO ALTO;FUJAM DE MIM;Digital +;1
F;59;BABY_BOOMER;3.001 ATÉ 4.000;C;SP;0;1;0;0;0;0;0;0;834;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
M;27;GEN Z;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;411;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;50;GEN X;ATÉ 1.000;E;CE;0;0;0;0;0;0;0;1;220;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
F;25;GEN Z;ATÉ 1.000;E;NULL;0;1;0;0;0;0;0;0;495;RISCO MÉDIO;QUEM SOU EU;Digital +;1
