SEXO;IDADE;GERAÇÃO;RENDA;CLASSEECONOMICA;UF;AREARISCO;FLAG_DE_SOCIO;FLAG_DE_VEICULO;FLAG_DE_BOLSAFAMILIA;FLAG_DE_APOSENTADOS;FLAG_DE_OBITO;FLAG_DE_IMOVEL;EMPREGO_FORMAL;SCORE;SCORE_FAIXA;PERSONADECREDITO;SCORE_DIGITAL;ACORDO
M;53;GEN X;2.001 ATÉ 3.000;D;RJ;0;1;0;0;0;0;0;0;119;RISCO MUITO ALTO;FUJAM DE MIM;Digital +;0
I;40;GEN Y;2.001 ATÉ 3.000;D;BA;0;1;0;0;0;0;0;1;257;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;0
M;48;GEN X;5.001 ATÉ 6.000;B;PE;0;1;0;0;0;0;0;0;852;RISCO MUITO BAIXO;O BEM AMADO;Digital ++;1
F;48;GEN X;ATÉ 1.000;E;BA;0;0;0;1;0;0;0;0;810;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
M;45;GEN X;3.001 ATÉ 4.000;C;MG;0;0;0;0;0;0;0;1;418;RISCO MÉDIO;QUEM SOU EU;Digital -;1
M;64;BABY_BOOMER;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;615;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;73;BABY_BOOMER;2.001 ATÉ 3.000;D;RJ;0;0;0;0;0;0;0;0;672;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;33;GEN Y;1.000 ATÉ 2.000;D;PA;0;1;0;0;0;0;0;1;284;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
M;32;GEN Y;1.000 ATÉ 2.000;E;AM;0;1;0;0;0;0;0;1;384;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;42;GEN Y;2.001 ATÉ 3.000;D;BA;0;0;0;0;0;0;0;1;1000;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
M;33;GEN Y;2.001 ATÉ 3.000;D;CE;0;0;0;0;0;0;0;1;243;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;1
F;45;GEN X;ATÉ 1.000;E;SP;0;0;0;0;0;0;0;0;801;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
M;42;GEN Y;3.001 ATÉ 4.000;C;MS;0;0;0;0;0;0;0;1;416;RISCO MÉDIO;QUEM SOU EU;Digital -;1
M;43;GEN X;3.001 ATÉ 4.000;C;SE;0;1;1;0;0;0;0;0;432;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;48;GEN X;4.001 ATÉ 5.000;C;AL;0;1;0;1;1;0;0;0;507;RISCO BAIXO;SEMPRE PRESENTE;Digital +;0
M;47;GEN X;2.001 ATÉ 3.000;D;MG;0;0;0;0;0;0;0;0;551;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;54;GEN X;1.000 ATÉ 2.000;D;GO;0;0;0;0;0;0;0;1;632;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
F;40;GEN Y;1.000 ATÉ 2.000;D;AP;0;0;0;1;0;0;0;0;102;RISCO MUITO ALTO;FUJAM DE MIM;Digital + -;0
F;41;GEN Y;1.000 ATÉ 2.000;D;BA;0;0;0;0;0;0;0;1;460;RISCO MÉDIO;QUEM SOU EU;Digital -;0
F;39;GEN Y;1.000 ATÉ 2.000;D;MA;0;1;0;0;0;0;0;1;258;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;0
M;38;GEN Y;1.000 ATÉ 2.000;D;MA;0;1;0;0;0;0;0;0;215;RISCO ALTO;PAGO QUANDO PUDER;Digital +;0
F;56;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;873;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
F;52;GEN X;1.000 ATÉ 2.000;D;GO;0;0;0;0;0;0;0;0;376;RISCO MÉDIO;QUEM SOU EU;Digital --;0
F;32;GEN Y;ATÉ 1.000;E;AM;0;0;0;1;0;0;0;0;619;RISCO BAIXO;SEMPRE PRESENTE;Digital -;0
M;43;GEN X;ATÉ 1.000;E;SE;0;0;0;0;0;0;0;1;519;RISCO BAIXO;SEMPRE PRESENTE;Digital -;0
M;39;GEN Y;1.000 ATÉ 2.000;D;RS;0;0;0;0;0;0;0;1;378;RISCO MÉDIO;QUEM SOU EU;Digital +;0
F;46;GEN X;1.000 ATÉ 2.000;D;CE;0;0;0;0;0;0;0;0;749;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
F;39;GEN Y;1.000 ATÉ 2.000;E;MA;0;0;0;0;0;0;0;1;215;RISCO ALTO;PAGO QUANDO PUDER;Digital +;0
F;40;GEN Y;1.000 ATÉ 2.000;D;CE;0;0;0;0;0;0;0;0;391;RISCO MÉDIO;QUEM SOU EU;Digital -;0
M;54;GEN X;1.000 ATÉ 2.000;D;RJ;0;1;0;0;0;0;0;0;660;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;0
M;50;GEN X;5.001 ATÉ 6.000;B;PR;0;1;0;0;1;0;0;0;648;RISCO BAIXO;SEMPRE PRESENTE;Digital +;0
M;41;GEN Y;2.001 ATÉ 3.000;D;RS;0;0;0;0;0;0;0;1;785;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;0
M;67;BABY_BOOMER;2.001 ATÉ 3.000;D;NULL;0;0;0;0;1;0;0;0;987;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
M;56;GEN X;5.001 ATÉ 6.000;B;RJ;0;1;0;0;0;0;0;0;369;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;40;GEN Y;ATÉ 1.000;E;CE;0;0;0;0;0;0;0;1;371;RISCO MÉDIO;QUEM SOU EU;Digital -;0
F;53;GEN X;3.001 ATÉ 4.000;C;RJ;0;1;0;0;0;0;0;1;615;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
M;55;GEN X;10.001 ATÉ 11.000;B;RJ;0;1;0;0;0;0;0;1;300;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;0
F;38;GEN Y;ATÉ 1.000;E;MS;0;0;0;1;0;0;0;0;433;RISCO MÉDIO;QUEM SOU EU;Digital -;0
M;51;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;1;61;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;0
M;48;GEN X;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;1;228;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
F;56;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;1;754;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
F;55;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;179;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
F;72;BABY_BOOMER;ATÉ 1.000;E;GO;0;0;0;0;1;0;0;0;63;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;0
F;43;GEN X;1.000 ATÉ 2.000;D;DF;0;0;0;0;0;0;0;1;417;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;50;GEN X;2.001 ATÉ 3.000;D;MG;0;1;0;0;0;0;0;0;267;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
M;53;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;1;650;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
M;65;BABY_BOOMER;5.001 ATÉ 6.000;B;SP;0;1;0;0;0;0;1;0;929;RISCO MUITO BAIXO;O BEM AMADO;Digital +;1
F;41;GEN Y;ATÉ 1.000;E;MS;0;0;0;1;0;0;0;0;220;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
F;46;GEN X;1.000 ATÉ 2.000;D;GO;0;0;0;1;0;0;0;1;498;RISCO MÉDIO;QUEM SOU EU;Digital --;1
M;38;GEN Y;3.001 ATÉ 4.000;C;DF;0;1;0;0;0;0;0;0;142;RISCO MUITO ALTO;FUJAM DE MIM;Digital +;1
F;37;GEN Y;3.001 ATÉ 4.000;C;RS;0;0;0;0;0;0;0;1;410;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;33;GEN Y;5.001 ATÉ 6.000;B;GO;0;1;0;0;0;0;0;1;783;RISCO MUITO BAIXO;O BEM AMADO;Digital ++;1
F;51;GEN X;1.000 ATÉ 2.000;D;RJ;0;1;0;0;0;0;0;0;603;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
M;38;GEN Y;1.000 ATÉ 2.000;D;GO;0;0;0;0;0;0;0;0;257;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
F;69;BABY_BOOMER;ATÉ 1.000;E;MA;0;0;0;0;1;0;0;0;158;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
F;56;GEN X;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;1;555;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
M;40;GEN Y;1.000 ATÉ 2.000;D;TO;0;0;0;0;0;0;0;1;543;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;25;GEN Z;1.000 ATÉ 2.000;D;AM;0;0;0;0;0;0;0;1;856;RISCO MUITO BAIXO;O BEM AMADO;Digital ++;1
I;39;GEN Y;2.001 ATÉ 3.000;D;BA;0;0;0;0;0;0;0;1;660;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;39;GEN Y;ATÉ 1.000;E;MS;0;0;0;1;0;0;0;0;648;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
F;30;GEN Y;2.001 ATÉ 3.000;D;AM;0;0;0;0;0;0;0;1;363;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;42;GEN Y;1.000 ATÉ 2.000;D;BA;0;0;0;0;0;0;0;0;351;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;54;GEN X;1.000 ATÉ 2.000;D;RJ;0;1;0;0;0;0;0;1;650;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
M;35;GEN Y;1.000 ATÉ 2.000;D;GO;0;1;0;0;0;0;0;1;526;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
M;31;GEN Y;1.000 ATÉ 2.000;D;CE;0;0;0;0;0;0;0;1;704;RISCO MUITO BAIXO;O BEM AMADO;Digital +;1
M;42;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;169;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
M;37;GEN Y;1.000 ATÉ 2.000;D;RS;0;0;0;0;0;0;0;1;467;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;44;GEN X;8.001 ATÉ 9.000;B;PR;0;1;0;0;0;0;0;0;879;RISCO MUITO BAIXO;O BEM AMADO;Digital ++;1
M;40;GEN Y;1.000 ATÉ 2.000;D;BA;0;0;0;0;0;0;0;1;438;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;44;GEN X;1.000 ATÉ 2.000;D;PR;0;1;0;0;0;0;0;0;220;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
F;38;GEN Y;ATÉ 1.000;E;GO;0;1;0;0;0;0;0;0;322;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;39;GEN Y;4.001 ATÉ 5.000;C;RS;0;0;0;0;0;0;0;1;185;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
F;58;BABY_BOOMER;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;1;825;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
M;52;GEN X;3.001 ATÉ 4.000;C;SP;0;1;0;0;0;0;0;0;506;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;29;GEN Y;1.000 ATÉ 2.000;D;AM;0;0;0;0;0;0;0;1;269;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
M;37;GEN Y;1.000 ATÉ 2.000;D;DF;1;0;0;0;0;0;0;1;385;RISCO MÉDIO;QUEM SOU EU;Digital -;1
M;54;GEN X;3.001 ATÉ 4.000;C;RJ;0;0;0;0;0;0;0;1;768;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
F;38;GEN Y;2.001 ATÉ 3.000;D;DF;1;0;0;0;0;0;0;1;572;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
M;45;GEN X;2.001 ATÉ 3.000;D;PR;0;1;0;0;0;0;0;1;344;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;44;GEN X;1.000 ATÉ 2.000;D;PR;0;0;0;0;0;0;0;0;694;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
M;48;GEN X;1.000 ATÉ 2.000;D;MS;0;0;0;0;0;0;0;0;493;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;42;GEN Y;1.000 ATÉ 2.000;D;BA;0;0;1;0;0;0;0;1;491;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;38;GEN Y;ATÉ 1.000;E;MT;0;1;0;1;0;0;0;0;526;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
F;31;GEN Y;ATÉ 1.000;E;AM;0;0;0;1;0;0;0;0;307;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;40;GEN Y;1.000 ATÉ 2.000;D;BA;1;1;0;0;0;0;0;1;374;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;42;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;0;909;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
F;62;BABY_BOOMER;2.001 ATÉ 3.000;D;SP;0;0;0;0;1;0;0;0;432;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;33;GEN Y;3.001 ATÉ 4.000;C;DF;0;0;0;0;0;0;0;1;567;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
F;46;GEN X;ATÉ 1.000;E;BA;0;0;0;1;0;0;0;0;665;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;77;VETERANOS;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;0;124;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;1
I;42;GEN Y;ACIMA 30.001;A;MT;0;1;0;0;0;0;0;0;357;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
F;78;VETERANOS;3.001 ATÉ 4.000;C;PR;0;0;0;0;1;0;0;0;347;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;34;GEN Y;ATÉ 1.000;E;GO;0;0;0;0;0;0;0;1;622;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
F;29;GEN Y;2.001 ATÉ 3.000;D;PA;0;1;0;0;0;0;0;1;133;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;1
F;63;BABY_BOOMER;5.001 ATÉ 6.000;B;SP;0;0;1;0;1;0;0;1;468;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;39;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;619;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
M;43;GEN X;1.000 ATÉ 2.000;D;AL;0;1;0;0;0;0;0;1;694;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;40;GEN Y;1.000 ATÉ 2.000;D;PR;0;1;0;0;0;0;0;0;540;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
M;39;GEN Y;4.001 ATÉ 5.000;C;BA;0;0;0;0;0;0;0;1;241;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
F;45;GEN X;ATÉ 1.000;E;GO;0;0;0;0;0;0;0;0;451;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;29;GEN Y;1.000 ATÉ 2.000;D;NULL;0;0;0;0;0;0;0;1;233;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;1
M;41;GEN Y;1.000 ATÉ 2.000;D;GO;0;0;0;0;0;0;0;1;552;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
M;42;GEN Y;3.001 ATÉ 4.000;C;RN;0;1;0;0;0;0;0;0;74;RISCO MUITO ALTO;FUJAM DE MIM;Digital +;1
F;40;GEN Y;ATÉ 1.000;E;PE;0;0;0;1;0;0;0;0;532;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
F;53;GEN X;5.001 ATÉ 6.000;B;BA;0;1;0;0;0;0;0;0;383;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
I;49;GEN X;3.001 ATÉ 4.000;C;RJ;0;0;0;0;0;0;0;1;353;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;55;GEN X;5.001 ATÉ 6.000;B;RJ;0;1;0;0;0;0;0;1;416;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;43;GEN X;1.000 ATÉ 2.000;D;PB;0;1;0;0;0;0;0;0;364;RISCO MÉDIO;QUEM SOU EU;Digital -;1
M;31;GEN Y;ATÉ 1.000;E;AM;0;0;0;0;0;0;0;1;400;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;57;GEN X;ATÉ 1.000;E;RN;0;0;0;1;0;0;0;0;874;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
F;74;BABY_BOOMER;ATÉ 1.000;E;GO;0;0;0;0;1;0;0;0;205;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
M;57;GEN X;2.001 ATÉ 3.000;D;RN;0;0;0;0;0;0;0;1;131;RISCO MUITO ALTO;FUJAM DE MIM;Digital -;0
F;37;GEN Y;ATÉ 1.000;E;MT;0;0;0;0;0;0;0;1;639;RISCO BAIXO;SEMPRE PRESENTE;Digital +;0
I;31;GEN Y;2.001 ATÉ 3.000;D;AM;0;0;0;0;0;0;0;0;591;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;0
F;39;GEN Y;ATÉ 1.000;E;RS;0;0;0;1;0;0;0;1;354;RISCO MÉDIO;QUEM SOU EU;Digital +;0
M;61;BABY_BOOMER;1.000 ATÉ 2.000;D;BA;0;0;0;0;1;0;0;0;299;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
M;53;GEN X;3.001 ATÉ 4.000;D;RJ;0;1;0;0;0;0;0;1;125;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;1
M;72;BABY_BOOMER;ATÉ 1.000;E;MS;0;0;0;0;1;0;0;1;200;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
F;38;GEN Y;ATÉ 1.000;E;CE;0;0;0;0;0;0;0;1;770;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
M;35;GEN Y;2.001 ATÉ 3.000;D;PA;0;0;0;0;0;0;0;1;190;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
M;62;BABY_BOOMER;2.001 ATÉ 3.000;D;NULL;0;0;0;0;0;0;0;0;766;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
M;66;BABY_BOOMER;5.001 ATÉ 6.000;B;MA;0;1;0;0;0;0;0;0;505;RISCO BAIXO;SEMPRE PRESENTE;Digital +;0
F;82;VETERANOS;5.001 ATÉ 6.000;B;MG;0;0;0;0;1;0;0;0;54;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;0
M;34;GEN Y;2.001 ATÉ 3.000;D;SC;0;0;0;0;0;0;0;1;454;RISCO MÉDIO;QUEM SOU EU;Digital +;0
M;50;GEN X;1.000 ATÉ 2.000;D;RJ;0;1;0;0;0;0;0;0;292;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
F;34;GEN Y;1.000 ATÉ 2.000;D;PR;0;1;0;0;0;0;0;0;598;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;0
M;71;BABY_BOOMER;1.000 ATÉ 2.000;D;RN;0;0;0;0;1;0;0;0;813;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
M;34;GEN Y;3.001 ATÉ 4.000;C;PR;0;1;0;0;0;0;0;1;265;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;0
F;39;GEN Y;3.001 ATÉ 4.000;C;MT;0;1;0;0;0;0;0;0;270;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;0
F;79;VETERANOS;1.000 ATÉ 2.000;D;SP;0;0;0;0;1;0;0;0;497;RISCO MÉDIO;QUEM SOU EU;Digital --;0
M;41;GEN Y;2.001 ATÉ 3.000;D;PE;0;0;0;0;0;0;0;1;233;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
F;57;GEN X;ATÉ 1.000;E;NULL;0;0;0;1;0;0;0;0;665;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;95;VETERANOS;1.000 ATÉ 2.000;D;BA;0;0;0;0;1;0;0;0;50;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;0
F;35;GEN Y;2.001 ATÉ 3.000;D;RS;0;1;0;0;0;0;0;1;50;RISCO MUITO ALTO;FUJAM DE MIM;Digital +;0
M;37;GEN Y;ATÉ 1.000;D;MA;0;0;0;0;0;0;0;1;284;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;0
M;31;GEN Y;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;1;292;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;0
M;60;BABY_BOOMER;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;0;765;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
M;32;GEN Y;2.001 ATÉ 3.000;D;CE;0;0;0;0;0;0;0;1;56;RISCO MUITO ALTO;FUJAM DE MIM;Digital + -;0
F;55;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;576;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;41;GEN Y;1.000 ATÉ 2.000;D;RN;0;0;0;0;0;0;0;1;336;RISCO MÉDIO;QUEM SOU EU;Digital --;0
M;63;BABY_BOOMER;ATÉ 1.000;E;SP;0;0;0;0;0;1;0;1;177;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
F;63;BABY_BOOMER;ATÉ 1.000;E;BA;0;0;0;0;1;0;0;0;225;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
F;39;GEN Y;1.000 ATÉ 2.000;D;BA;0;0;0;1;0;0;0;0;784;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
F;39;GEN Y;1.000 ATÉ 2.000;D;BA;0;0;0;0;0;0;0;1;393;RISCO MÉDIO;QUEM SOU EU;Digital + -;0
F;43;GEN Y;1.000 ATÉ 2.000;D;PE;0;0;0;1;0;0;0;1;240;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
F;69;BABY_BOOMER;3.001 ATÉ 4.000;C;SP;0;1;0;0;0;0;1;0;755;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;0
M;32;GEN Y;4.001 ATÉ 5.000;D;SC;0;1;0;0;0;0;0;1;544;RISCO BAIXO;SEMPRE PRESENTE;Digital +;0
F;49;GEN X;ATÉ 1.000;E;RS;0;0;0;0;1;0;0;0;240;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
F;47;GEN X;ATÉ 1.000;E;MT;0;0;0;0;0;0;0;0;601;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
F;37;GEN Y;ATÉ 1.000;E;CE;0;0;0;0;0;0;0;1;199;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
M;34;GEN Y;8.001 ATÉ 9.000;B;CE;0;1;0;0;0;0;0;0;57;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;0
F;34;GEN Y;1.000 ATÉ 2.000;D;SC;0;0;0;0;1;0;0;0;356;RISCO MÉDIO;QUEM SOU EU;Digital -;0
F;69;BABY_BOOMER;ATÉ 1.000;E;MS;0;0;0;0;1;0;0;0;170;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
F;43;GEN X;1.000 ATÉ 2.000;D;CE;0;1;0;0;0;0;0;0;779;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
F;25;GEN Z;ATÉ 1.000;E;GO;0;0;0;1;0;0;0;1;366;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
M;37;GEN Y;5.001 ATÉ 6.000;B;GO;0;0;0;0;0;0;0;1;395;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
M;41;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;153;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
F;37;GEN Y;1.000 ATÉ 2.000;D;MT;0;1;0;0;0;0;0;1;472;RISCO MÉDIO;QUEM SOU EU;Digital +;0
F;34;GEN Y;1.000 ATÉ 2.000;D;SC;0;0;0;0;0;0;0;1;735;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
M;74;BABY_BOOMER;4.001 ATÉ 5.000;C;SP;0;1;1;0;0;0;0;0;851;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
M;35;GEN Y;7.001 ATÉ 8.000;B;RS;0;0;0;0;0;0;0;1;196;RISCO ALTO;PAGO QUANDO PUDER;Digital +;0
F;57;GEN X;3.001 ATÉ 4.000;C;RJ;0;0;0;0;0;0;0;1;506;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
F;46;GEN X;3.001 ATÉ 4.000;C;GO;0;1;0;0;0;0;0;0;536;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;0
F;48;GEN X;5.001 ATÉ 6.000;B;MG;0;1;0;0;0;0;0;1;399;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
F;67;BABY_BOOMER;1.000 ATÉ 2.000;D;NULL;0;0;0;0;1;1;0;0;210;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
M;36;GEN Y;1.000 ATÉ 2.000;D;GO;0;0;0;0;0;0;0;1;640;RISCO BAIXO;SEMPRE PRESENTE;Digital -;0
M;43;GEN X;ATÉ 1.000;E;BA;0;0;0;0;0;0;0;0;813;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
M;61;BABY_BOOMER;2.001 ATÉ 3.000;D;RJ;0;0;0;0;0;0;0;1;592;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
F;77;VETERANOS;1.000 ATÉ 2.000;D;RN;0;0;0;0;1;1;0;0;901;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
F;38;GEN Y;1.000 ATÉ 2.000;D;BA;0;0;0;1;0;0;0;0;802;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
M;46;GEN X;8.001 ATÉ 9.000;B;PE;0;1;0;0;0;0;0;1;293;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;0
M;39;GEN Y;2.001 ATÉ 3.000;D;PR;0;1;0;0;0;0;0;0;661;RISCO BAIXO;SEMPRE PRESENTE;Digital +;0
F;37;GEN Y;2.001 ATÉ 3.000;D;BA;0;1;0;0;0;0;0;1;972;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;0
M;38;GEN Y;2.001 ATÉ 3.000;D;MT;0;0;0;0;0;0;0;0;274;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;0
F;76;VETERANOS;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;453;RISCO MÉDIO;QUEM SOU EU;Digital --;0
F;61;BABY_BOOMER;1.000 ATÉ 2.000;D;BA;0;0;0;1;1;0;0;0;578;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
F;34;GEN Y;2.001 ATÉ 3.000;D;PR;0;1;0;0;0;0;0;0;538;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
F;36;GEN Y;1.000 ATÉ 2.000;D;CE;0;0;0;0;0;0;0;0;527;RISCO BAIXO;SEMPRE PRESENTE;Digital -;0
F;30;GEN Y;ATÉ 1.000;E;NULL;0;0;0;1;0;0;0;0;35;RISCO MUITO ALTO;FUJAM DE MIM;Digital -;0
M;31;GEN Y;3.001 ATÉ 4.000;C;RS;0;0;0;0;0;0;0;1;449;RISCO MÉDIO;QUEM SOU EU;Digital +;0
